序号,交易所,发行人全称,审核状态,注册地,行业,保荐机构,会计师事务所,律师事务所,更新日期,受理日期
367,上海证券交易所,宁波长阳科技股份有限公司,注册生效,浙江,橡胶和塑料制品业,华安证券股份有限公司,立信会计师事务所（特殊普通合伙）,国浩律师（上海）事务所,2019/10/12,2019/4/19
368,深圳证券交易所,宁波震裕科技股份有限公司,提交注册,浙江,专用设备制造业,民生证券股份有限公司,中汇会计师事务所（特殊普通合伙）,浙江天册律师事务所,2020/12/10,2020/6/23
369,深圳证券交易所,安克创新科技股份有限公司,注册生效,湖南,计算机、通信和其他电子设备制造业,中国国际金融股份有限公司,天健会计师事务所（特殊普通合伙）,北京市海问律师事务所,2020/7/29,2020/6/28
370,深圳证券交易所,安庆回音必制药股份有限公司,已问询,安徽,医药制造业,国盛证券有限责任公司,容诚会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2021/1/19,2020/7/28
371,上海证券交易所,安徽元琛环保科技股份有限公司,提交注册,安徽,专用设备制造业,国元证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京德恒律师事务所,2021/1/6,2020/4/9
372,深圳证券交易所,安徽华业香料股份有限公司,注册生效,安徽,化学原料和化学制品制造业,国元证券股份有限公司,大华会计师事务所（特殊普通合伙）,安徽天禾律师事务所,2020/8/12,2020/6/28
373,上海证券交易所,安徽华恒生物科技股份有限公司,上市委会议,安徽,化学原料和化学制品制造业,兴业证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽天禾律师事务所,2020/11/17,2020/6/10
374,深圳证券交易所,安徽华骐环保科技股份有限公司,注册生效,安徽,生态保护和环境治理业,国元证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市天元律师事务所,2020/12/16,2020/6/29
375,上海证券交易所,安徽壹石通材料科技股份有限公司,上市委会议,安徽,非金属矿物制品业,中国国际金融股份有限公司,天职国际会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/10/16,2020/6/10
376,上海证券交易所,安徽大地熊新材料股份有限公司,注册生效,安徽,计算机、通信和其他电子设备制造业,华泰联合证券有限责任公司,容诚会计师事务所（特殊普通合伙）,安徽承义律师事务所,2020/6/29,2019/11/29
377,深圳证券交易所,安徽宏宇五洲医疗器械股份有限公司,已问询,安徽,专用设备制造业,光大证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京大成律师事务所,2020/12/31,2020/7/28
378,上海证券交易所,安徽容知日新科技股份有限公司,已问询,安徽,仪器仪表制造业,国元证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/11/13,2020/10/19
379,上海证券交易所,安徽巨一科技股份有限公司,已受理,安徽,专用设备制造业,国元证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽天禾律师事务所,2020/12/28,2020/12/28
380,深圳证券交易所,安徽晶奇网络科技股份有限公司,已问询,安徽,软件和信息技术服务业,国元证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽天禾律师事务所,2021/1/15,2020/12/17
381,上海证券交易所,安徽森泰木塑集团股份有限公司,已问询,安徽,化学原料和化学制品制造业,民生证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京德恒律师事务所,2020/10/14,2020/9/14
382,上海证券交易所,安徽皖仪科技股份有限公司,注册生效,安徽,仪器仪表制造业,光大证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽天禾律师事务所,2020/6/3,2019/12/25
383,深圳证券交易所,安徽省建筑设计研究总院股份有限公司,已问询,安徽,专业技术服务业,国元证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽天禾律师事务所,2020/11/11,2020/10/15
384,上海证券交易所,安徽省通源环境节能股份有限公司,注册生效,安徽,生态保护和环境治理业,国元证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽承义律师事务所,2020/11/24,2020/5/15
385,深圳证券交易所,安徽英力电子科技股份有限公司,提交注册,安徽,计算机、通信和其他电子设备制造业,长江证券承销保荐有限公司,容诚会计师事务所（特殊普通合伙）,北京市嘉源律师事务所,2020/12/30,2020/6/22
386,深圳证券交易所,安徽蓝盾光电子股份有限公司,注册生效,安徽,仪器仪表制造业,华龙证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽承义律师事务所,2020/7/24,2020/6/30
387,深圳证券交易所,安徽超越环保科技股份有限公司,已问询,安徽,生态保护和环境治理业,中信证券股份有限公司,致同会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/11,2020/7/10
388,深圳证券交易所,安徽金春无纺布股份有限公司,注册生效,安徽,纺织业,中信建投证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽承义律师事务所,2020/8/3,2020/6/22
389,深圳证券交易所,安徽金田高新材料股份有限公司,已受理,安徽,橡胶和塑料制品业,中泰证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽天禾律师事务所,2020/12/29,2020/12/29
390,深圳证券交易所,安徽铜冠铜箔集团股份有限公司,已问询,安徽,计算机、通信和其他电子设备制造业,国泰君安证券股份有限公司,容诚会计师事务所（特殊普通合伙）,安徽承义律师事务所,2020/12/29,2020/12/1
391,上海证券交易所,安翰科技（武汉）股份有限公司,终止,湖北,专用设备制造业,招商证券股份有限公司,安永华明会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2019/11/25,2019/3/22
392,上海证券交易所,安集微电子科技（上海）股份有限公司,注册生效,上海,计算机、通信和其他电子设备制造业,申万宏源证券承销保荐有限责任公司,毕马威华振会计师事务所（特殊普通合伙）,上海市锦天城律师事务所,2019/7/1,2019/3/29
393,深圳证券交易所,实朴检测技术（上海）股份有限公司,中止,上海,专业技术服务业,海通证券股份有限公司,天职国际会计师事务所（特殊普通合伙）,国浩律师（杭州）事务所,2020/11/27,2020/9/25
394,深圳证券交易所,山东三元生物科技股份有限公司,已问询,山东,食品制造业,中信建投证券股份有限公司,上会会计师事务所（特殊普通合伙）,北京国枫律师事务所,2021/1/19,2020/12/21
395,深圳证券交易所,山东凯盛新材料股份有限公司,上市委会议通过,山东,化学原料和化学制品制造业,西南证券股份有限公司,四川华信（集团）会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/11/18,2020/7/6
396,深圳证券交易所,山东力诺特种玻璃股份有限公司,已问询,山东,非金属矿物制品业,民生证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2021/1/11,2020/7/21
397,深圳证券交易所,山东卓创资讯股份有限公司,已问询,山东,软件和信息技术服务业,民生证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,国浩律师（北京）事务所,2020/12/25,2020/6/30
398,深圳证券交易所,山东南山智尚科技股份有限公司,注册生效,山东,纺织业,中国银河证券股份有限公司,和信会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/11/25,2020/6/22
399,深圳证券交易所,山东卡尔电气股份有限公司,已问询,山东,计算机、通信和其他电子设备制造业,光大证券股份有限公司,信永中和会计师事务所(特殊普通合伙),北京德恒律师事务所,2021/1/6,2020/10/9
400,深圳证券交易所,山东奥扬新能源科技股份有限公司,中止,山东,金属制品业,民生证券股份有限公司,永拓会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/18,2020/9/22
401,上海证券交易所,山东奥福环保科技股份有限公司,注册生效,山东,专用设备制造业,安信证券股份有限公司,华普天健会计师事务所（特殊普通合伙）,江苏世纪同仁律师事务所,2019/10/12,2019/4/29
402,上海证券交易所,山东威高骨科材料股份有限公司,已问询,山东,专用设备制造业,华泰联合证券有限责任公司,大华会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/7/13,2020/6/12
403,深圳证券交易所,山东寿光市坤隆石油机械股份有限公司,已受理,山东,专用设备制造业,金元证券股份有限公司,信永中和会计师事务所（特殊普通合伙）,北京市竞天公诚律师事务所,2020/12/30,2020/12/30
404,深圳证券交易所,山东山大鸥玛软件股份有限公司,已问询,山东,软件和信息技术服务业,中信证券股份有限公司,大华会计师事务所（特殊普通合伙）,北京德和衡律师事务所,2021/1/15,2020/7/9
405,深圳证券交易所,山东新巨丰科技包装股份有限公司,中止,山东,造纸和纸制品业,中信证券股份有限公司,容诚会计师事务所（特殊普通合伙）,北京市金杜律师事务所,2020/12/8,2020/9/23
406,深圳证券交易所,山东晶导微电子股份有限公司,已问询,山东,计算机、通信和其他电子设备制造业,中信证券股份有限公司,致同会计师事务所（特殊普通合伙）,北京国枫律师事务所,2020/12/21,2020/7/6
407,上海证券交易所,山东泰丰智能控制股份有限公司,终止,山东,通用设备制造业,长城国瑞证券有限公司,大信会计师事务所（特殊普通合伙）,北京市康达律师事务所,2020/9/23,2020/6/30
408,深圳证券交易所,山东潍坊润丰化工股份有限公司,提交注册,山东,化学原料和化学制品制造业,东北证券股份有限公司,大信会计师事务所（特殊普通合伙）,北京市中伦律师事务所,2020/12/30,2020/6/29
409,深圳证券交易所,山东玉马遮阳科技股份有限公司,上市委会议通过,山东,其他制造业,中信证券股份有限公司,大信会计师事务所（特殊普通合伙）,上海市瑛明律师事务所,2020/11/17,2020/6/24
410,上海证券交易所,山东益丰生化环保股份有限公司,已受理,山东,化学原料和化学制品制造业,海通证券股份有限公司,大信会计师事务所（特殊普通合伙）,上海市瑛明律师事务所,2020/12/29,2020/12/29
411,上海证券交易所,山东科汇电力自动化股份有限公司,上市委会议,山东,电气机械和器材制造业,国海证券股份有限公司,立信会计师事务所（特殊普通合伙）,北京海润天睿律师事务所,2020/12/17,2020/6/29
412,上海证券交易所,山东英科环保再生资源股份有限公司,上市委会议,山东,废弃资源综合利用业,国金证券股份有限公司,天健会计师事务所（特殊普通合伙）,上海泽昌律师事务所,2020/12/30,2020/7/24
